,authorJob,authorJobLocation,careerOpportunitiesRating,company,compensationAndBenefitsRating,cultureAndValuesRating,reviewDate,reviewDescription,reviewHeadline,seniorLeadershipRating,workLifeBalanceRating,language,tokens
2340,chauffeur poids lourd,Val-d'Oise,,LE GROUPE LA POSTE,,,25 novembre 2015,bonne entreprise temps libre respect de la règlementation du transport horaire sécurité de l emploi,,,,fr,"[bon entreprise, entreprise temps, horaire sécurité, libre respect, respect règlementation, règlementation transport, sécurité emploi, temps libre, transport horaire, bon, entreprise, temps, libre, respect, règlementation, transport, horaire, sécurité, emploi]"
2341,Facteur,"Stains, A8",,LE GROUPE LA POSTE,,,23 novembre 2015,livrer le courrier faire les recommandés et trier le courrier,,,,fr,"[faire recommandé, recommandé trier, courrier faire, livrer courrier, trier courrier, livrer, courrier, faire, recommandé, trier, courrier]"
2342,CONSEILLER CLIENTELE BANCAIRE,"Le Pré-Saint-Gervais, A8",,LE GROUPE LA POSTE,,,19 novembre 2015,Pas de séléction au niveau de sa clientèle=BANQUE CITOYENNE,,,,fr,"[clientèle=banque citoyenne, niveau clientèle=banque, séléction niveau, séléction, niveau, clientèle=banque, citoyenne]"
2343,Facteur,Courbevoie (92),,LE GROUPE LA POSTE,,,19 novembre 2015,"Préparation de tournées,Tournée à vélo,Distribution courrier colis er recommandés",,,,fr,"[colis er, courrier colis, er recommandé, préparation tournées,tournée, tournées,tournée vélo,distribution, vélo,distribution courrier, préparation, tournées,tournée, vélo,distribution, courrier, colis, er, recommandé]"
2344,Tri et distribution du courrier,Cozes (17),,LE GROUPE LA POSTE,,,16 novembre 2015,"Le travail à la poste est très intéressant. Nous travaillons jusqu'au samedi mais nous finissons très souvent notre journée à 14h.,L'inconvénient est la fatigue d'une tournée",,,,fr,"[14h.,l inconvénier, fatigue tournée, finir journée, inconvénier fatigue, intéressant travailler, journée 14h.,l, samedi finir, travail intéressant, travailler samedi, travail, intéressant, travailler, samedi, finir, journée, 14h.,l, inconvénier, fatigue, tournée]"
2345,CDD,"Bruay-la-Buissière, B4",,LE GROUPE LA POSTE,,,13 novembre 2015,J'ai adoré ce métier c'est exactement ce que je recherche travailler dans les colis en tant que chauffeur livreur.,,,,fr,"[adorer métier, chauffeur livreur, colis chauffeur, métier recherche, recherche travailler, travailler colis, adorer, métier, recherche, travailler, colis, chauffeur, livreur]"
2346,Employé,Pagny-lès-Goin (57),,LE GROUPE LA POSTE,,,12 novembre 2015,"Il y a une bonne ambiance de travail , tout le monde se respecte et personne ne regarde de haut les autres. On s'y sent vraiment bien !",,,,fr,"[ambiance travail, autre sentir, bon ambiance, monde respecter, regarder autre, respecter regarder, travail monde, bon, ambiance, travail, monde, respecter, regarder, autre, sentir]"
2347,Technicien de sureté en alternance,Amiens (80),,LE GROUPE LA POSTE,,,9 novembre 2015,"J'étais avec le service de maintenance de la Somme ( ATM ) et donc j'allais dans les bureaux de postes pour des problèmes comme la vidéosurveillance , l'alarme et un petit peut d'informatique.",,,,fr,"[alarme pouvoir, aller bureau, atm aller, bureau postes, maintenance somme, postes problème, pouvoir informatique, problème vidéosurveillance, service maintenance, somme atm, vidéosurveillance alarme, service, maintenance, somme, atm, aller, bureau, postes, problème, vidéosurveillance, alarme, pouvoir, informatique]"
2348,guichetiére,"Draguignan, B8",,LE GROUPE LA POSTE,,,5 novembre 2015,Peu d évolution possible ainsi que peu de reconnaissance pour beaucoup de travail fourni.,,,,fr,"[possible reconnaissance, reconnaissance travail, travail fournir, évolution possible, évolution, possible, reconnaissance, travail, fournir]"
2349,Agent d'entretien (7 mois),"Giromagny, A6",,LE GROUPE LA POSTE,,,3 novembre 2015,je me suis beaucoup plus pendant ma mission la ba. Salaire très avantageux en plus de ca.,,,,fr,"[avantageux ca, ba salaire, mission ba, mum mission, salaire avantageux, suivre mum, suivre, mum, mission, ba, salaire, avantageux, ca]"
2350,Agent de distribution courrier,"Le Marin, DTM",,LE GROUPE LA POSTE,,,3 novembre 2015,"Rien à ajouter sinon que je suis totalement conquis et si je n'étais pas en étude, j'aurais certainement tenté d'obtenir un cdd ou cdi au sein de cette entreprise.",,,,fr,"[ajouter suivre, cdd cdi, cdi sein, conquérir étude, obtenir cdd, sein entreprise, suivre conquérir, tenter obtenir, étude tenter, ajouter, suivre, conquérir, étude, tenter, obtenir, cdd, cdi, sein, entreprise]"
2351,Facteur,"Liévin, B4",,LE GROUPE LA POSTE,,,2 novembre 2015,"Mon expérience à La poste m'a permis de me familiariser avec le monde du travail. ,Tous les jours je commençais à la même heure pour d'abord trier mon courrier avec les autres facteurs et facteurs qualités avec qui il était sympathique de travailler. Ensuite j'ai pu apprendre à m'ouvrir aux gens lorsque je distribuais le courrier. Je n'avais généralement aucun problème avec les gens.",,,,fr,"[abord trier, apprendre ouvrir, commencer heure, expérience permettre, familiariser monde, heure abord, jour commencer, monde travail, permettre familiariser, pouvoir apprendre, qualité sympathique, sympathique travailler, travail jour, travailler pouvoir, autre facteur, courrier autre, courrier problème, distribuai courrier, facteur qualité, gen distribuai, ouvrir gen, problème gen, trier courrier, facteur facteur, expérience, permettre, familiariser, monde, travail, jour, commencer, heure, abord, trier, courrier, autre, facteur, facteur, qualité, sympathique, travailler, pouvoir, apprendre, ouvrir, gen, distribuai, courrier, problème, gen]"
2352,Agent de production,Créteil (94),,LE GROUPE LA POSTE,,,27 octobre 2015,"Expérience enrichissante qui ma permit de voir la culture cette entreprise . Le responsable pratiquer un style de management particiaptif , facilite beaucoup le travail en équipe.",,,,fr,"[culture entreprise, enrichissant permettre, entreprise responsable, expérience enrichissant, faciliter travail, particiaptif faciliter, permettre voir, pratiquer style, responsable pratiquer, style particiaptif, travail équipe, voir culture, expérience, enrichissant, permettre, voir, culture, entreprise, responsable, pratiquer, style, particiaptif, faciliter, travail, équipe]"
2353,Stage en 2010,"Créteil, A8",,LE GROUPE LA POSTE,,,27 octobre 2015,"Lors d'un stage dans le service la DTOC  de la poste (tri du courrier), ,tri du courrier et redirection, tournée en véhicule, ramassage du ,courrier. ,Expérience professionnelle intéressante qui m'a permis d'évoluer ,dans mon parcours.",,,,fr,"[expérience professionnel, intéressant permettre, permettre évoluer, professionnel intéressant, redirection tournée, service dtoc, stage service, tournée véhicule, véhicule ramassage, évoluer parcours, dtoc tri, courrier expérience, courrier redirection, ramassage courrier, tri courrier, courrier tri, stage, service, dtoc, tri, courrier, tri, courrier, redirection, tournée, véhicule, ramassage, courrier, expérience, professionnel, intéressant, permettre, évoluer, parcours]"
2354,Animateur de prévention en établissement,Roissy Charles de Gaulle,,LE GROUPE LA POSTE,,,23 octobre 2015,"L'emploie était intéressant par les diverses activités qu'il apportait.,Mes relations avec les collaborateurs était bonnes.,Le côté positif était mon indépendance sur la gestion de mon emploi du temps.,Le côté négatif est le peu de motivation de l'entreprise pour appliquer efficacement la prévention préconisée par rapport à la rentabilité.",,,,fr,"[activité apportait.,me, appliquer prévention, apportait.,me relations, collaborateur bonnes.,le, diverse activité, emploi temps.,le, employer intéresser, entreprise appliquer, gestion emploi, indépendance gestion, intéresser diverse, motivation entreprise, positif indépendance, préconiséer rapport, prévention préconiséer, rapport rentabilité, relations collaborateur, bonnes.,le côté, côté motivation, côté positif, temps.,le côté, employer, intéresser, diverse, activité, apportait.,me, relations, collaborateur, bonnes.,le, côté, positif, indépendance, gestion, emploi, temps.,le, côté, motivation, entreprise, appliquer, prévention, préconiséer, rapport, rentabilité]"
2355,Guichetière à la poste de Saint-Denis,"Saint-Denis, A8",,LE GROUPE LA POSTE,,,23 octobre 2015,c'est un travail qui demande une maîtrise de soi une bonne écoute au niveau de la clientèle beaucoup de polyvalence.,,,,fr,"[bon écouter, clientèle polyvalence, demander maîtrise, maîtrise bon, niveau clientèle, travail demander, écouter niveau, travail, demander, maîtrise, bon, écouter, niveau, clientèle, polyvalence]"
2356,Factrice,"Rezé, B5",,LE GROUPE LA POSTE,,,21 octobre 2015,"Travail agréable, avec possibilité de s'épanouir.,Le matin tri sous la surveillance des chefs d'équipe,Préparation de la tournée.,Puis la distribution pour le reste de la matinée.,Le plus agréable dans ce poste est pour moi le contact avec le client.,Le plus désagréable, les intempéries lorsque l'on est à vélo.",,,,fr,"[chef équipe,préparation, client.,le désagréable, contact client.,le, distribution rester, désagréable intempérie, intempérie vélo, possibilité épanouir.,ler, rester matinée.,le, surveillance chef, tournée.,pui distribution, tri surveillance, épanouir.,ler tri, équipe,préparation tournée.,pui, agréable contact, agréable possibilité, matinée.,le agréable, travail agréable, travail, agréable, possibilité, épanouir.,ler, tri, surveillance, chef, équipe,préparation, tournée.,pui, distribution, rester, matinée.,le, agréable, contact, client.,le, désagréable, intempérie, vélo]"
2358,Agent guichet / facteur,Paris,,LE GROUPE LA POSTE,,,21 octobre 2015,"Prise de service à 6h45 , tri des objets arrivés la veille pour être distribué aux clients jusqu’à 8 h , ouverture de l'enseigne à 9h , début de réception des clients entreprises/particulier , vente de produit postaux , aide aux fonctionnement des bornes de service , rangement des produits postaux mis à disposition des clients.,11H45 retour des lettre recommandés et colis à livrer , étiquetage des objets pour expédition dans les délais .,13h15 fin de service.Niveau management le chef de service laisse une grande  autonomie a son agent de guichet et intervient en cas de litige avec un client ou pour la prise de décision concernant certaines ventes. ,Pas de contact direct avec les collaborateurs.",,,,fr,"[.,13h15 fin, 6h45 tri, 8 h, 9h début, agent guichet, aide bornes, arrivére veille, autonomie agent, cas litige, client prise, clients.,11h45 retour, colis livrer, concerner vent, contact direct, direct collaborateur, disposition clients.,11h45, début réception, décision concerner, déler .,13h15, enseigne 9h, entreprises vente, expédition déler, fin service.niveau, grand autonomie, guichet intervenir, h ouverture, intervenir cas, laisser grand, lettre recommandé, litige client, livrer étiquetage, mettre disposition, ouverture enseigne, postal aide, postaux mettre, prise décision, recommandé colis, retour lettre, service.niveau chef, veille distribuer, vent contact, clients 8, clients entreprises, distribuer clients, objet arrivére, objet expédition, produit postal, produit postaux, réception clients, tri objet, vente produit, étiquetage objet, bornes service, chef service, priser service, service 6h45, service laisser, service produit, priser, service, 6h45, tri, objet, arrivére, veille, distribuer, clients, 8, h, ouverture, enseigne, 9h, début, réception, clients, entreprises, vente, produit, postal, aide, bornes, service, produit, postaux, mettre, disposition, clients.,11h45, retour, lettre, recommandé, colis, livrer, étiquetage, objet, expédition, déler, .,13h15, fin, service.niveau, chef, ...]"
2359,Facteur,"Pont-sur-Yonne, A1",,LE GROUPE LA POSTE,,,20 octobre 2015,Ce métier est pour moi très enrichissant d'un point de vue humain au travers les clients mais aussi par le travail au centre de tri avec une très bonne collaborations auprès des collègues.,,,,fr,"[bon collaboration, centre tri, clients travail, collaboration collègue, enrichissant vue, humain travers, métier trè, travail centre, travers clients, tri bon, trè enrichissant, vue humain, métier, trè, enrichissant, vue, humain, travers, clients, travail, centre, tri, bon, collaboration, collègue]"
